"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir","ds"
"113",1297,1663,2035,2472,3178,2881,0.0969602840026625,0.220462112803955,0.145424292845258,1.21474201474201,0.21925954344907,-1062.8454,4825.1629,-2929.5343,45.33,1651,2.36199140548706,180,-1.125,1.125,3,16,"BLM"
"114",939,1271,1614,2313,3338,2676,0.177998472116119,0.352638482494198,0.266963717377467,1.43308550185874,0.348142164781906,-673.1142,4270.7169,-3168.4973,74,2050,23.2185859680176,69.0755004882812,-3.5,10,34,1,"BLM"
"115",1129,1578,1911,2442,3565,3058,0.121984838042729,0.243958467334375,0.182956242104054,1.27786499215071,0.302045288531775,-996.8622,4778.9859,-3395.9099,36,1546,2.63502645492554,140.194427490234,-0.25,1,3,16,"BLM"
"116",1017,1314,1543,1763,2224,1849,0.0665456745311555,0.162026808071881,0.0998034175109633,1.14257939079715,0.180780461906026,-820.7592,3518.0743,-1886.0046,18,1681,15.609525680542,62.3540267944336,2.25,6.5,24,2,"BLM"
"117",1176,1576,2019,2640,3176,2621,0.133290405666452,0.261583824768323,0.199914153879172,1.3075780089153,0.222714148219442,-798.8034,4816.3476,-2828.7826,16,1669,4.39337730407715,122.47119140625,2,2.75,6,16,"BLM"
"118",980,1296,1514,1700,1934,1596,0.0578718108276291,0.135371179039301,0.0867942137190854,1.12285336856011,0.121809744779582,-759.1236,3335.8688,-1548.8354,25.33,1796,20.4064712524414,150.592803955078,-0.875,9.125,26,8,"BLM"
"119",1116,1504,1870,2429,3291,2869,0.130030239590602,0.26467803030303,0.195022677055472,1.29893048128342,0.275334237550862,-900.3278,4627.1008,-3108.9487,79.33,1951,1.96786379814148,149.036239624023,0.625,0.875,3,4,"BLM"
"120",944,1260,1569,1990,2826,2504,0.118291654959258,0.243352601156069,0.177412557943531,1.26832377310389,0.286006825938567,-817.7612,3881.064,-2711.6168,46.67,1883,1.01777750994864e-13,45,0,0,0,128,"BLM"
"121",995,1436,1840,2329,3145,2870,0.117294315183497,0.20694033008887,0.175920374145581,1.26576086956522,0.261785356068205,-888.488,4442.4151,-3053.7755,50.66,1962,1.06752026081085,71.5650482177734,-0.125,0.375,2,2,"BLM"
"122",1040,1453,1871,2329,3229,2891,0.109047619047619,0.198922863099375,0.163551958100226,1.24478888295029,0.266274509803922,-931.2402,4499.8484,-3110.8466,44,1951,1.06752026081085,108.434951782227,0.5,0.5,1,4,"BLM"
"123",1136,1553,1987,2484,3412,3065,0.11116081413554,0.211058263971463,0.166722576316672,1.2501258178158,0.26393776625301,-993.8498,4796.6176,-3276.6793,76,1954,1.35022449493408,180,0.25,0.5,2,16,"BLM"
"124",914,1346,1775,2293,3354,2976,0.127335299901672,0.212678600755461,0.190979476465528,1.29183098591549,0.307857282121271,-857.905,4392.0644,-3319.2546,38,1946,0.954841256141663,135,-0.375,0.375,1,2,"BLM"
"125",917,1217,1538,2056,2946,2454,0.144129104062326,0.293817356778219,0.216163583252191,1.33680104031209,0.314005352363961,-723.148,3907.6949,-2791.0623,64,1867,10.1818943023682,41.0090866088867,-1.5,4.25,12,1,"BLM"
"126",989,1285,1553,2090,2967,2586,0.147405984079056,0.336339721909057,0.22107863318238,1.34578235672891,0.31283185840708,-789.6978,4015.7519,-2841.1194,54.66,1830,12.574686050415,77.7995300292969,-1.125,5.125,19,2,"BLM"
"127",1092,1442,1942,2545,3949,3343,0.134388232672164,0.250915446071904,0.201559888579387,1.31050463439753,0.340689186895264,-962.9126,4928.9116,-3871.6279,1.33,1665,3.76924395561218,116.565048217773,0.5,1.5,5,2,"BLM"
"128",992,1304,1807,2520,3919,3069,0.164779292812572,0.300945466824244,0.247140381282496,1.39457664637521,0.368843870066364,-763.6864,4717.7806,-3771.0565,0,1664,4.49514865875244,102.994613647461,0.375,1.875,6,2,"BLM"
"129",993,1379,1745,2266,3492,2943,0.129892794814261,0.246242556007184,0.194814907141967,1.29856733524355,0.33358793202215,-895.8186,4429.0637,-3383.4929,2,1712,8.05635929107666,2.38594436645508,1.125,3.375,14,1,"BLM"
"130",954,1320,1656,2259,3523,2979,0.154022988505747,0.299047807974608,0.23100498020687,1.36413043478261,0.360494303919676,-836.4134,4364.9514,-3458.1135,17.34,1683,3.76924395561218,10.3048477172852,0,1.5,6,128,"BLM"
"131",1015,1392,1740,2229,3401,2921,0.123204837490552,0.241720217498764,0.184783977830961,1.28103448275862,0.323088893211437,-923.2906,4390.0215,-3296.5451,12,1667,5.52021265029907,142.431411743164,-0.125,2.375,6,4,"BLM"
"132",839,1194,1561,2019,3121,2568,0.127932960893855,0.224796309021302,0.191872643485547,1.29340166559898,0.333190944041008,-759.3836,3912.1879,-3011.6975,50.67,1837,8.84250831604004,155.376434326172,1.25,3.75,12,8,"BLM"
"133",1044,1449,1856,2501,3826,3347,0.14803764057838,0.277634297520661,0.222030981067126,1.34752155172414,0.34670890531503,-938.8864,4822.895,-3801.9025,8,1647,1.06752026081085,108.434936523438,-0.125,0.375,2,32,"BLM"
"134",1149,1554,1985,2605,3685,3223,0.135076252723312,0.262778672543867,0.20259231020586,1.31234256926952,0.299823633156966,-961.5122,4972.7765,-3558.7011,6.66,1550,1.06752026081085,161.565048217773,0.25,0.5,2,4,"BLM"
"135",1080,1474,1897,2411,3527,3083,0.119312906220984,0.225676150333685,0.178948589996519,1.27095413811281,0.300516224188791,-964.4906,4688.4712,-3418.8535,0,1703,1.06752026081085,71.5650482177734,0.5,0.5,1,4,"BLM"
"136",1093,1470,1844,2541,3412,2861,0.158950969213227,0.322178053064621,0.238399270322654,1.37798264642082,0.298325722983257,-791.5464,4699.6583,-3205.3288,1.33,1694,4.97235822677612,28.3007564544678,0.5,2,7,64,"BLM"
"137",1027,1398,1796,2369,3388,2880,0.137575030012005,0.263157894736842,0.206337774576882,1.31904231625835,0.307098765432099,-846.3218,4506.5489,-3245.7312,0,1604,10.9991579055786,14.0362434387207,1.375,4.375,17,128,"BLM"
"138",1078,1387,1636,2126,2892,2677,0.130249867091972,0.317522032141006,0.195348837209302,1.29951100244499,0.277385159010601,-890.4634,4142.8186,-2777.6757,67.33,2021,1.8175220489502,111.801406860352,0.25,0.75,2,1,"BLM"
"139",1122,1474,1812,2330,3086,2786,0.125060357315307,0.27046783625731,0.187567893783947,1.28587196467991,0.260106165781952,-907.4508,4465.605,-2924.5464,48,1769,1.01275038719177,90,-0.375,0.375,1,128,"BLM"
"140",1026,1313,1760,2090,2593,2245,0.0857142857142857,0.166464891041162,0.128554733151539,1.1875,0.191362278888123,-807.5692,3980.942,-2337.1848,26.67,1911,9.92072868347168,147.380752563477,0,4.25,12,4,"BLM"
"141",1199,1673,2105,2493,3333,3059,0.0843845150065246,0.158199461795645,0.126563009677069,1.18432304038005,0.22581831555719,-1101.4466,4900.0355,-3159.4244,57.33,1753,0.337614715099335,90,0.125,0.125,1,2,"BLM"
"142",1199,1690,2138,2561,3544,3188,0.090019153011279,0.165298944900352,0.135014363230131,1.1978484565014,0.247448081661387,-1114.1706,5035.8629,-3378.7452,44.67,1766,1.06752026081085,18.4349479675293,-0.5,0.5,1,64,"BLM"
"143",1171,1598,2067,2502,3428,3112,0.0952068286277085,0.177623519804002,0.142794616478827,1.21044992743106,0.247679708826206,-1058.1592,4881.8847,-3286.795,53.34,1979,1.8175220489502,21.8014068603516,0.375,0.875,3,128,"BLM"
"144",1219,1563,2035,2467,3130,2809,0.0959573522878721,0.195104326619095,0.143920044419767,1.21228501228501,0.212003872216844,-984.7076,4731.7201,-2896.3423,38.66,1962,1.6876049041748,36.8698978424072,0.125,0.625,2,64,"BLM"
"145",1151,1578,2036,2637,3281,2919,0.128611170554248,0.241501245680302,0.192896116400984,1.29518664047151,0.234154598457777,-881.9022,4884.3503,-3074.2089,58,1931,6.9262490272522,67.1663436889648,0.75,2.75,10,2,"BLM"
"146",1248,1752,2145,2668,3531,3194,0.108664034905464,0.211603819388251,0.162979121221564,1.24382284382284,0.244186046511628,-1082.4454,5153.193,-3338.2513,65.34,1896,2.16078901290894,128.659820556641,0.125,0.875,3,32,"BLM"
"147",1540,2081,2540,3038,3701,3453,0.0892793115812119,0.185020062416407,0.133906964237698,1.19606299212598,0.186027880147412,-1291.1388,5880.0014,-3399.5264,61.34,1868,0.954841256141663,44.9999999999817,-0.375,0.375,1,128,"BLM"
"148",1099,1368,1784,2339,3245,2818,0.13461072034926,0.288972196188691,0.201891596944343,1.31109865470852,0.290515012925035,-855.4308,4452.1043,-3093.8259,5.33,1832,6.80408954620361,147.094757080078,0.375,2.625,8,16,"BLM"
"149",1117,1458,1833,2238,3162,2841,0.0994841562269713,0.208354769009157,0.149207908633182,1.22094926350246,0.266066066066066,-990.0674,4427.7321,-3020.99,56,1647,2.63502645492554,39.8055725097656,-0.25,1,3,1,"BLM"
"150",804,1074,1355,1953,3176,2558,0.180773881499395,0.368771583621115,0.271119842829077,1.44132841328413,0.401898035753697,-655.9746,3736.6394,-3106.5572,14,1414,5.08888754974322e-14,45,0,0,0,128,"BLM"
"151",833,1106,1438,1962,3020,2501,0.154117647058824,0.301600092091631,0.231142479047199,1.3643949930459,0.354867653656348,-689.7922,3753.5905,-2934.0904,29.33,1421,3.63139343261719,158.198593139648,-1.625,1.625,5,16,"BLM"
"152",845,1224,1616,2208,3246,2801,0.154811715481172,0.265828468792097,0.232187214014904,1.36633663366337,0.335252982311806,-729.7266,4145.1317,-3207.1104,8.67,1506,0.337614715099335,180,-0.125,0.125,1,8,"BLM"
"153",934,1245,1637,2241,3410,2901,0.155750386797318,0.29847796007116,0.233595462163207,1.36896762370189,0.351297800673668,-783.7792,4269.8024,-3354.1291,6,1414,5.08888754974322e-14,45,0,0,0,64,"BLM"
"154",863,1219,1535,2201,3405,2793,0.178265524625268,0.337078651685393,0.267362505018065,1.43387622149837,0.378542510121458,-703.6902,4148.1275,-3328.4046,2.67,1439,0,45,0,0,0,64,"BLM"
"155",684,880,1202,1771,2700,2177,0.191389169189371,0.36909704203425,0.287035480073987,1.47337770382696,0.383905689390056,-492.4452,3260.717,-2637.2884,0.67,1409,0,45,0,0,0,32,"BLM"
"156",862,1078,1381,1879,3171,2622,0.152760736196319,0.336395568765199,0.229105965342739,1.36060825488776,0.39323374340949,-756.8924,3726.5554,-3123.5855,3.33,1414,0.954841256141663,135,0.375,0.375,1,16,"BLM"
"157",903,1131,1436,1889,2918,2363,0.136240601503759,0.303334672559261,0.204330175913396,1.31545961002786,0.340376665135508,-733.2384,3691.4729,-2763.1597,64.67,1385,2.13429999351501,161.565048217773,-0.125,0.875,3,16,"BLM"
"158",875,1187,1460,1960,2985,2534,0.146198830409357,0.300589154743297,0.219266189153632,1.34246575342466,0.343082114735658,-751.7918,3805.1813,-2894.892,40,1364,1.01275038719177,180,0.375,0.375,1,16,"BLM"
"159",1006,1359,1694,2287,3289,2776,0.148957548354685,0.30211942123497,0.22340826321738,1.35005903187721,0.320088300220751,-806.38,4347.4082,-3142.8578,15.34,1361,1.21711814403534,123.690063476562,-0.25,0.5,2,2,"BLM"
"160",855,1133,1385,1997,2884,2363,0.180958013010053,0.39276087793608,0.27139689578714,1.44187725631769,0.351136097446709,-618.6048,3722.7245,-2747.0355,13.34,1390,5.08888754974322e-14,135,0,0,0,32,"BLM"
"161",961,1191,1410,1957,3115,2633,0.162459162459162,0.425946114312412,0.243652561247216,1.38794326241135,0.376795580110497,-790.4606,3861.3033,-3028.797,58.67,1390,5.08888754974322e-14,135,0,0,0,128,"BLM"
"162",735,994,1256,1883,2876,2355,0.199745141764893,0.401151631477927,0.299569995222169,1.49920382165605,0.392061955469506,-547.5576,3491.9021,-2817.3176,9.33,1421,2.90182161331177,144.462310791016,-0.625,1.125,4,16,"BLM"
"163",854,1229,1543,2031,2846,2460,0.136541689983212,0.249744114636643,0.204783885858162,1.31626701231367,0.296878560036455,-725.1846,3852.6616,-2733.1567,31.33,1631,5.08888754974322e-14,135,0,0,0,32,"BLM"
"164",768,1026,1439,1997,3186,2704,0.162398137369034,0.286330049261084,0.243561763422086,1.38776928422516,0.37772972972973,-673.185,3793.7858,-3201.9166,3.33,1565,1.72100615501404,168.690063476562,0.5,0.75,3,8,"BLM"
"165",793,1052,1406,1947,2965,2344,0.1613480465255,0.304857432660881,0.241985984792008,1.38477951635846,0.356668954472661,-610.5264,3657.3257,-2833.5519,3.33,1478,4.43181991577148,171.253845214844,1.5,2,6,8,"BLM"
"166",740,1039,1300,2099,3246,2390,0.235069137981759,0.459195402298851,0.352551845859685,1.61461538461538,0.428068631764188,-452.9174,3769.3678,-3089.2571,2,1378,5.08888754974322e-14,135,0,0,0,1,"BLM"
"167",805,1047,1359,1814,2982,2429,0.143397415694926,0.28932977235152,0.215062234126359,1.33480500367918,0.373876986869385,-706.7682,3566.0685,-2903.3155,46.67,1401,1.6876049041748,143.130096435547,-0.125,0.625,2,4,"BLM"
"168",724,974,1183,1775,2941,2454,0.200135226504395,0.429732868757259,0.300152104106811,1.50042265426881,0.426285160038797,-606.3752,3406.9684,-2941.2625,35.34,1536,1.01777750994864e-13,45,0,0,0,4,"BLM"
"169",752,947,1183,1738,2804,2245,0.190003423485108,0.434000625586487,0.284956358035256,1.46914623837701,0.406571356909957,-573.6614,3315.766,-2724.9911,33.33,1538,1.06752026081085,161.565048217773,0.125,0.375,2,16,"BLM"
"170",774,1001,1208,1703,2875,2284,0.170044658193061,0.393231649189704,0.255023183925811,1.40976821192053,0.408278226794024,-647.902,3352.883,-2782.8126,49.33,1501,0.954841256141663,135,0.375,0.375,1,4,"BLM"
"171",770,942,1155,1816,2780,2256,0.222484012117132,0.556022880215343,0.333669863705199,1.57229437229437,0.412960609911055,-513.1292,3359.8626,-2706.428,31.33,1561,4.53271436691284,131.987213134766,1.875,2.375,6,8,"BLM"
"172",691,885,1205,1738,2705,2317,0.181107713217805,0.351908094546415,0.271615423815186,1.44232365145228,0.383631713554987,-557.8536,3266.8661,-2715.5132,7.33,1506,1.01777750994864e-13,45,0,0,0,128,"BLM"
"173",1716,2271,2804,3254,3983,3457,0.0742819412347309,0.15605493133583,0.111413716266403,1.160485021398,0.173714454103433,-1395.0184,6336.7778,-3491.3068,14.67,1465,1.06752026081085,18.4349479675293,-0.125,0.375,2,128,"BLM"
"174",1154,1539,1978,2361,2807,2493,0.0882691864484904,0.171748878923767,0.132388524023505,1.19362992922144,0.17324973876698,-911.4118,4478.677,-2514.104,24,1813,0.954841256141663,135,0.375,0.375,1,4,"BLM"
"175",1564,2063,2560,2997,3995,3512,0.0786395537160338,0.16483101991551,0.117948717948718,1.170703125,0.218916857360793,-1353.0896,5937.2704,-3653.9972,31.34,1584,1.01777750994864e-13,135,0,0,0,64,"BLM"
"176",1001,1315,1577,2290,3160,2726,0.184380656839928,0.419856318454835,0.276535229476406,1.45212428662016,0.334177749630568,-717.4476,4247.0945,-3038.8745,38.66,1781,1.21711814403534,146.309936523438,0,0.5,2,8,"BLM"
"177",1347,1766,2283,2786,3329,3039,0.0992306174787927,0.197023110066588,0.148831245684979,1.22032413491021,0.186386315039202,-1055.5332,5259.1665,-3051.1171,14,1635,1.21711814403534,56.309928894043,0,0.5,2,1,"BLM"
"178",1586,2088,2700,3033,3992,3515,0.0580847723704867,0.113435072898215,0.0871195604778931,1.12333333333333,0.193066347878063,-1408.7292,6034.5612,-3626.8696,31.34,1584,1.01777750994864e-13,135,0,0,0,64,"BLM"
"179",1441,1874,2299,2739,3849,3236,0.0873362445414847,0.192089408888501,0.130991366478118,1.19138755980861,0.252114508783344,-1229.6668,5459.3569,-3507.7631,35.33,1343,5.05115270614624,143.130096435547,-1.125,2.375,8,4,"BLM"
"180",1536,2084,2645,3235,4181,3809,0.100340136054422,0.194437121012391,0.150497406683105,1.22306238185255,0.225021974802227,-1306.7162,6224.5364,-3935.2931,1.34,1548,1.06752026081085,18.4349479675293,-0.5,0.5,1,128,"BLM"
"181",1561,2216,2935,3477,4769,4311,0.0845290081097941,0.144448590160439,0.126783625730994,1.18466780238501,0.238058151609553,-1471.6594,6782.1985,-4576.8005,0.67,1547,0.954841256141663,45,0.375,0.375,1,64,"BLM"
"182",2423,3267,3996,4449,4972,4417,0.0536412078152753,0.110450090213098,0.0804570481321414,1.11336336336336,0.108831400535236,-1971.4736,8661.2469,-4175.3899,13.33,1526,5.08888754974322e-14,135,0,0,0,16,"BLM"
"183",657,898,1104,1710,1887,1593,0.215351812366738,0.444607483492296,0.322970332208207,1.54891304347826,0.261785356068205,-314.3728,2898.4419,-1718.7043,39.34,1648,5.08888754974322e-14,135,0,0,0,64,"BLM"
"184",731,1017,1309,1774,2400,2117,0.150827116445021,0.280356927529242,0.226203988973569,1.35523300229183,0.294149366406039,-580.3342,3297.5767,-2324.3115,42.66,1750,1.8175220489502,21.8014087677002,-0.25,0.75,2,64,"BLM"
"185",842,1098,1418,1736,2117,1916,0.100824350031706,0.202290076335878,0.151212553495007,1.22425952045134,0.197736916548798,-662.5786,3288.5864,-1946.0207,36.66,1400,2.88218116760254,69.4439697265625,-0.5,1.25,4,64,"BLM"
"186",526,753,922,1634,2834,2648,0.278560250391236,0.552451893234016,0.417758654410327,1.77223427331887,0.509052183173589,-489.5832,3055.0666,-3096.8885,1.33,1826,3.58425235748291,48.8140869140625,-0.125,1.375,4,64,"BLM"
"187",530,751,937,1667,2223,1848,0.280337941628264,0.55052790346908,0.420426185448263,1.77908217716115,0.406962025316456,-248.872,2817.1858,-2195.5406,32.67,1921,5.22670364379883,75.0685806274414,-1.125,2.375,7,1,"BLM"
"188",567,788,990,1539,2181,1842,0.217081850533808,0.425251742835012,0.325558410753113,1.55454545454545,0.375591296121097,-385.0748,2766.0255,-2146.1171,70.66,1627,2.56950283050537,23.1985912322998,-0.5,1,3,64,"BLM"
"189",640,842,1081,1561,2506,2400,0.181680545041635,0.369458128078818,0.272469252601703,1.44403330249769,0.397267911904098,-609.377,3027.673,-2654.109,0,1544,12.9135932922363,64.093505859375,2.125,5.625,19,32,"BLM"
"190",770,1057,1378,1837,2506,2069,0.142768273716952,0.264950357885015,0.214119110558234,1.33309143686502,0.290422245108136,-585.0436,3414.7468,-2349.9889,2,1531,14.9627208709717,165.963760375977,-0.625,5.875,22,8,"BLM"
"191",701,932,1249,1768,2615,2180,0.172025190586676,0.323929596804394,0.257995028997514,1.41553242594075,0.35351966873706,-538.7938,3284.7319,-2554.3055,8.67,1414,2.05277514457703,170.537673950195,-0.5,0.75,3,8,"BLM"
"192",703,959,1322,1706,2009,1766,0.126816380449141,0.219855719683957,0.190193164933135,1.29046898638427,0.206244371059742,-501.9322,3076.8725,-1859.9264,3.33,1514,3.05436992645264,173.659805297852,-1,1.25,5,8,"BLM"
"193",746,1003,1300,1738,2612,2273,0.144173798551679,0.2776369168357,0.216225111074543,1.33692307692308,0.335378323108384,-647.5242,3342.127,-2572.3525,0.67,1379,11.5975980758667,129.17366027832,2.5,5.25,16,4,"BLM"
"194",720,951,1282,1769,2209,1895,0.159619796787938,0.299729197439685,0.239390463706374,1.3798751950078,0.265539959896878,-481.439,3174.3268,-2078.8314,0,1459,3.10963296890259,167.47119140625,-0.25,1.25,4,8,"BLM"
"195",527,745,1030,1358,1879,1678,0.137353433835846,0.228635159626377,0.205987021142977,1.31844660194175,0.2918528704022,-450.3278,2529.0217,-1855.238,1.34,1634,13.6557855606079,165.963760375977,2.375,5.875,19,8,"BLM"
"196",554,814,1045,1463,2054,1790,0.166666666666667,0.291981000279408,0.249950169423959,1.4,0.325588899645047,-451.1922,2702.9224,-2018.951,5.34,1586,7.36374044418335,114.227752685547,0.75,3,9,4,"BLM"
"197",594,819,1112,1564,2190,1985,0.168908819133034,0.298783712321523,0.253315897627499,1.40647482014388,0.326468806783767,-481.085,2877.8774,-2203.3671,0,1651,2.13429999351501,18.4349479675293,-0.375,0.875,3,64,"BLM"
"198",601,878,1189,1636,1815,1569,0.158230088495575,0.26210859622376,0.237303132188993,1.37594617325484,0.208388814913449,-370.7784,2831.9023,-1666.8153,0.67,1428,1.6876049041748,53.1301040649414,-0.125,0.625,2,1,"BLM"
"199",684,918,1182,1707,2332,1886,0.181723779854621,0.357629427792916,0.272538501470843,1.44416243654822,0.327262379055208,-455.9442,3092.8518,-2197.665,26,1460,2.71992325782776,7.12501525878906,-0.125,1.125,4,128,"BLM"
"200",545,863,1188,1529,1846,1633,0.125506072874494,0.186522262334537,0.188224471021159,1.28703703703704,0.216875411997363,-438.3988,2748.3771,-1749.9773,21.34,1504,3.03572368621826,180,0.125,1.125,5,8,"BLM"
"201",519,732,871,1291,1817,1503,0.194264569842738,0.399923824033517,0.291329479768786,1.48220436280138,0.351934523809524,-369.7518,2370.1603,-1737.6509,44,1612,3.47174119949341,119.054595947266,0.5,1.5,5,32,"BLM"
"202",522,743,1078,1496,2008,1986,0.162393162393162,0.258024691358025,0.243542435424354,1.38775510204082,0.301360985093973,-457.8108,2719.963,-2107.8461,0,1694,3.10963296890259,12.52880859375,-0.25,1.25,4,128,"BLM"
"203",654,975,1336,1808,2072,1786,0.150127226463104,0.239837398373984,0.225155032596597,1.35329341317365,0.215962441314554,-433.3268,3159.8914,-1920.2193,2,1548,3.37228679656982,36.8698978424072,-0.875,1.375,4,64,"BLM"
"204",801,1201,1754,2364,2807,2185,0.148130160271977,0.22160866090242,0.222168265145077,1.34777651083238,0.230870423152817,-488.4332,4084.2035,-2533.7628,0,1393,0.477453768253326,135,-0.125,0.125,1,64,"BLM"
"205",696,957,1208,1602,1859,1568,0.140213523131673,0.271275130817957,0.210282867817114,1.32615894039735,0.212259537006847,-463.6866,2890.7426,-1658.4542,4,1403,0.754894495010376,63.4349517822266,-0.25,0.25,1,128,"BLM"
"206",1089,1454,1956,2521,3617,3205,0.126200580746035,0.231918561694442,0.1892797319933,1.28885480572597,0.298044141396016,-944.9306,4823.4369,-3542.4873,0,1432,0.754894495010376,63.4349365234375,-0.25,0.25,1,128,"BLM"
"207",821,1048,1356,1969,2999,2835,0.184360902255639,0.388122071672787,0.276499774470005,1.45206489675516,0.377267508610792,-710.3226,3747.6489,-3120.7317,0.67,1811,11.0434436798096,118.886596679688,0.375,4.625,13,16,"BLM"
"208",848,1164,1545,1968,2544,2121,0.120409906063194,0.216745234679238,0.180589156112139,1.27378640776699,0.244314013206163,-648.4738,3658.4604,-2339.5474,2,1377,0.954841256141663,135,-0.875,0.875,2,4,"BLM"
"209",741,1020,1342,2075,3042,2677,0.214515657009072,0.400940816103271,0.321726408193124,1.54619970193741,0.387773722627737,-552.916,3761.0263,-3089.7516,0,1483,8.99714374542236,135,0.375,3.875,12,4,"BLM"
